LeadID,city,ConvertedDate,Closed Date,Stage,Stage
00Q4wx1231Q22vN,West Samoset,22-Sep-21,25-Sep-21,Closed Lost,
00Q4wx1231Q2KRS,Golden Beach town,22-Sep-21,23-Sep-21,Quote,
00Q4wx1231Q2Zjt,Rotonda,22-Sep-21,12-Oct-21,Visit,
00Q4wx1231Q3Pt1,Minneola city,22-Oct-21,2-Nov-21,Canceled,
00Q4wx1231Q2012,Fernandina Beach city,10-Sep-21,21-Sep-21,Visit,
00Q4wx1231Q23Eg,Four Corners,14-Sep-21,29-Oct-21,Scheduling Visit,
00Q4wx1231Q21j1,Palm River-Clair Mel,12-Sep-21,21-Sep-21,Closed Lost,
00Q4wx1231Q21aT,Brewster,10-Sep-21,15-Sep-21,Engineering/Quoting,
00Q4wx1231Q22kj,Lady Lake town,14-Sep-21,15-Sep-21,Closed Won,
00Q4wx1231Q3nLp,Avon Park city,6-Nov-21,7-Dec-21,Closed Lost,
00Q4wx1231Q1urF,Wahneta,3-Sep-21,23-Nov-21,Closed Lost,
00Q4wx1231Q27bW,Manatee Road,15-Sep-21,16-Sep-21,Canceled,
00Q4wx1231Q27JH,Upper Grand Lagoon,14-Sep-21,16-Sep-21,Scheduling Visit,
00Q4wx1231Q1u3g,Azalea Park,15-Sep-21,27-Sep-21,Engineering/Quoting,
00Q4wx1231Q4Hab,South Sarasota,30-Nov-21,3-Dec-21,Visit,
00Q4wx1231Q4HZn,Lady Lake town,30-Nov-21,8-Dec-21,Engineering/Quoting,
00Q4wx1231Q4Gxo,Arcadia city,30-Nov-21,3-Dec-21,Engineering/Quoting,
00Q4wx1231Q4ZVU,Sky Lake,11-Dec-21,15-Dec-21,Closed Lost,
00Q4wx1231Q27Im,Holly Hill city,14-Sep-21,23-Sep-21,Closed Won,
00Q4wx1231Q3fLm,Palmetto Bay village,29-Oct-21,30-Oct-21,Closed Won,
00Q4wx1231Q3qU2,West Palm Beach city,13-Nov-21,19-Nov-21,Quote,
00Q4wx1231Q37dQ,Woodville,6-Oct-21,6-Dec-21,Closed Won,
00Q4wx1231Q3gWV,Fort Meade city,2-Nov-21,11-Nov-21,Quote,
00Q4wx1231Q4C7f,Indian Rocks Beach city,23-Nov-21,24-Nov-21,Closed Won,
00Q4wx1231Q21AG,"Islamorada, Village of Islands village",17-Sep-21,30-Nov-21,Canceled,
00Q4wx1231Q2d5a,Beverly Hills,25-Sep-21,29-Sep-21,Engineering/Quoting,
00Q4wx1231Q24Vv,Viera West,14-Sep-21,20-Sep-21,Canceled,
00Q4wx1231Q1wfA,Eagle Lake city,5-Sep-21,15-Oct-21,Quote,
00Q4wx1231Q3fAY,Orlovista,2-Nov-21,2-Nov-21,Visit,
00Q4wx1231Q2dAa,University,25-Sep-21,4-Nov-21,Quote,
00Q4wx1231Q3TP6,Fern Park,23-Oct-21,25-Oct-21,Engineering/Quoting,
00Q4wx1231Q2zAb,Freeport city,28-Sep-21,28-Sep-21,Closed Won,
00Q4wx1231Q33ag,Crystal Springs,8-Oct-21,20-Oct-21,Closed Lost,
00Q4wx1231Q3taS,Callaway city,1-Dec-21,1-Dec-21,Engineering/Quoting,
00Q4wx1231Q4UPP,Fussels Corner,7-Dec-21,9-Dec-21,Canceled,
00Q4wx1231Q4aZR,Homestead city,11-Dec-21,14-Dec-21,Quote,
00Q4wx1231Q3JOy,De Funiak Springs city,28-Oct-21,29-Oct-21,Closed Won,
00Q4wx1231Q3w5R,Sneads town,13-Nov-21,6-Dec-21,Closed Won,
00Q4wx1231Q3wUu,San Carlos Park,13-Nov-21,22-Nov-21,Canceled,
00Q4wx1231Q4InX,Fish Hawk,2-Dec-21,7-Dec-21,Engineering/Quoting,
00Q4wx1231Q4NUD,Ferry Pass,3-Dec-21,3-Dec-21,Visit,
00Q4wx1231Q2cSs,Key Biscayne village,21-Sep-21,23-Sep-21,Canceled,
00Q4wx1231Q2dCM,Fleming Island,21-Sep-21,29-Sep-21,Visit,
00Q4wx1231Q3Gny,Pensacola city,13-Oct-21,13-Oct-21,Canceled,
00Q4wx1231Q3EXh,Leisure City,13-Oct-21,21-Oct-21,Closed Won,
00Q4wx1231Q3FC3,Palm Coast city,13-Oct-21,18-Oct-21,Scheduling Visit,
00Q4wx1231Q3jGh,Solana,10-Nov-21,18-Nov-21,Visit,
00Q4wx1231Q34dU,North Lauderdale city,5-Oct-21,7-Oct-21,Scheduling Visit,
00Q4wx1231Q37wN,Satellite Beach city,6-Oct-21,12-Oct-21,Quote,
00Q4wx1231Q37Lh,Holiday,6-Oct-21,7-Oct-21,Closed Lost,
00Q4wx1231Q3k3x,Spring Ridge,3-Nov-21,8-Nov-21,Engineering/Quoting,
00Q4wx1231Q3z1i,Hialeah Gardens city,17-Nov-21,24-Nov-21,Quote,
00Q4wx1231Q3z1Y,The Meadows,17-Nov-21,24-Nov-21,Visit,
00Q4wx1231Q47hM,Lakeland city,18-Nov-21,19-Nov-21,Canceled,
00Q4wx1231Q3r2h,McGregor,18-Nov-21,22-Nov-21,Quote,
00Q4wx1231Q1uIl,Altamonte Springs city,2-Sep-21,30-Sep-21,Visit,
00Q4wx1231Q30qf,Grant-Valkaria town,30-Sep-21,1-Oct-21,Closed Won,
00Q4wx1231Q31jQ,Bayshore Gardens,30-Sep-21,17-Nov-21,Visit,
00Q4wx1231Q32w2,Pioneer,1-Oct-21,18-Oct-21,Canceled,
00Q4wx1231Q21Kf,Fleming Island,18-Sep-21,28-Sep-21,Closed Lost,
00Q4wx1231Q2ZjA,Oakland town,18-Sep-21,21-Sep-21,Engineering/Quoting,
00Q4wx1231Q2Zp3,Lake City city,18-Sep-21,6-Oct-21,Visit,
00Q4wx1231Q3ymX,Kendall West,19-Nov-21,19-Nov-21,Visit,
00Q4wx1231Q3thO,Miramar city,12-Nov-21,15-Nov-21,Canceled,
00Q4wx1231Q3KVV,White Springs town,19-Oct-21,28-Oct-21,Scheduling Visit,
00Q4wx1231Q3O9F,Midway,20-Oct-21,26-Oct-21,Canceled,
00Q4wx1231Q2eE4,La Crosse town,24-Sep-21,26-Sep-21,Closed Lost,
00Q4wx1231Q2ngz,Roosevelt Gardens,23-Sep-21,6-Oct-21,Closed Lost,
00Q4wx1231Q2dtp,Williston Highlands,24-Sep-21,26-Sep-21,Visit,
00Q4wx1231Q1vq2,Oak Hill city,8-Sep-21,17-Sep-21,Quote,
00Q4wx1231Q1w1A,Hunters Creek,8-Sep-21,8-Sep-21,Engineering/Quoting,
00Q4wx1231Q1wgf,Marathon city,7-Sep-21,10-Sep-21,Quote,
00Q4wx1231Q23FZ,Captiva,28-Sep-21,11-Oct-21,Visit,
00Q4wx1231Q2yVK,Haines City city,28-Sep-21,12-Oct-21,Visit,
00Q4wx1231Q2yjB,Holiday,28-Sep-21,5-Oct-21,Closed Lost,
00Q4wx1231Q2wfS,Cedar Key city,25-Sep-21,29-Sep-21,Scheduling Visit,
00Q4wx1231Q2yQP,Plantation Mobile Home Park,28-Sep-21,26-Oct-21,Engineering/Quoting,
00Q4wx1231Q2yQA,Fruitland Park city,28-Sep-21,10-Dec-21,Visit,
00Q4wx1231Q2yVZ,Kensington Park,28-Sep-21,30-Sep-21,Closed Won,
00Q4wx1231Q4EXN,Horseshoe Beach town,23-Nov-21,30-Nov-21,Closed Won,
00Q4wx1231Q3ePD,Greenville town,1-Nov-21,2-Nov-21,Closed Lost,
00Q4wx1231Q2cuh,Okahumpka,22-Sep-21,22-Sep-21,Quote,
00Q4wx1231Q3TQx,Palm River-Clair Mel,22-Oct-21,7-Dec-21,Quote,
00Q4wx1231Q2yme,Hollywood city,28-Sep-21,16-Nov-21,Engineering/Quoting,
00Q4wx1231Q2yqR,Palmetto Estates,29-Sep-21,1-Oct-21,Engineering/Quoting,
00Q4wx1231Q2ynw,Wahneta,29-Sep-21,7-Oct-21,Closed Won,
00Q4wx1231Q23hF,Astor,11-Sep-21,20-Sep-21,Closed Won,
00Q4wx1231Q1uwe,East Bronson,12-Sep-21,19-Nov-21,Scheduling Visit,
00Q4wx1231Q3BAp,Sawgrass,8-Oct-21,23-Oct-21,Quote,
00Q4wx1231Q32FY,Golden Gate,8-Oct-21,8-Oct-21,Closed Lost,
00Q4wx1231Q38Yv,Roeville,8-Oct-21,18-Oct-21,Closed Won,
00Q4wx1231Q3j6h,Sanford city,5-Nov-21,1-Dec-21,Engineering/Quoting,
00Q4wx1231Q3Cbd,Iona,12-Oct-21,13-Oct-21,Canceled,
00Q4wx1231Q1vdD,Inverness Highlands South,3-Sep-21,4-Oct-21,Closed Won,
00Q4wx1231Q28Vf,Cocoa West,15-Sep-21,15-Sep-21,Visit,
00Q4wx1231Q21H2,Lazy Lake village,15-Sep-21,29-Sep-21,Closed Lost,
00Q4wx1231Q21U6,Hallandale Beach city,15-Sep-21,19-Nov-21,Engineering/Quoting,
00Q4wx1231Q1x16,Florida Ridge,15-Sep-21,20-Sep-21,Closed Won,
00Q4wx1231Q22vr,Melbourne Beach town,15-Sep-21,29-Sep-21,Visit,
00Q4wx1231Q3JXL,Harlem,16-Oct-21,15-Nov-21,Closed Won,
00Q4wx1231Q3IGp,Lutz,16-Oct-21,21-Oct-21,Canceled,
00Q4wx1231Q3fMh,West Little River,29-Oct-21,29-Oct-21,Closed Won,
00Q4wx1231Q3w4Y,Oakleaf Plantation,13-Nov-21,17-Nov-21,Engineering/Quoting,
00Q4wx1231Q4Iu7,Jasmine Estates,25-Nov-21,30-Nov-21,Canceled,
00Q4wx1231Q4NPI,Tangelo Park,2-Dec-21,3-Dec-21,Closed Won,
00Q4wx1231Q4PAl,Horseshoe Beach town,2-Dec-21,9-Dec-21,Scheduling Visit,
00Q4wx1231Q4HvH,Lauderdale-by-the-Sea town,24-Nov-21,2-Dec-21,Quote,
00Q4wx1231Q2cNJ,Fort White town,21-Sep-21,28-Nov-21,Scheduling Visit,
00Q4wx1231Q2d1E,Patrick AFB,21-Sep-21,15-Oct-21,Scheduling Visit,
00Q4wx1231Q2ct5,Sharpes,21-Sep-21,26-Sep-21,Quote,
00Q4wx1231Q3BDo,High Springs city,13-Oct-21,13-Oct-21,Visit,
00Q4wx1231Q39lg,Redington Shores town,13-Oct-21,15-Oct-21,Canceled,
00Q4wx1231Q4GZR,Lake Mary city,23-Nov-21,30-Nov-21,Visit,
00Q4wx1231Q3z0u,Lawtey city,18-Nov-21,19-Nov-21,Quote,
00Q4wx1231Q2zyH,De Funiak Springs city,29-Sep-21,14-Oct-21,Engineering/Quoting,
00Q4wx1231Q31z1,Homeland,1-Oct-21,10-Oct-21,Engineering/Quoting,
00Q4wx1231Q4ZT9,Cypress Quarters,10-Dec-21,15-Dec-21,Scheduling Visit,
00Q4wx1231Q3Bvl,Pineland,9-Oct-21,12-Oct-21,Engineering/Quoting,
00Q4wx1231Q3peS,Brooker town,9-Nov-21,17-Nov-21,Scheduling Visit,
00Q4wx1231Q4BVK,Indialantic town,20-Nov-21,6-Dec-21,Engineering/Quoting,
00Q4wx1231Q3soh,Lloyd,12-Nov-21,30-Nov-21,Closed Lost,
00Q4wx1231Q3NE9,Fort Green Springs,19-Oct-21,1-Nov-21,Engineering/Quoting,
00Q4wx1231Q3N4N,Lantana town,20-Oct-21,21-Oct-21,Engineering/Quoting,
00Q4wx1231Q2ugy,Leisure City,24-Sep-21,24-Sep-21,Canceled,
00Q4wx1231Q2vGz,Aventura city,24-Sep-21,14-Oct-21,Closed Won,
00Q4wx1231Q2o1t,Belleair Beach city,24-Sep-21,18-Oct-21,Closed Lost,
00Q4wx1231Q2033,Clermont city,24-Sep-21,22-Oct-21,Closed Won,
00Q4wx1231Q20OO,Bee Ridge,9-Sep-21,13-Sep-21,Closed Won,
00Q4wx1231Q2w5d,Blountstown city,28-Sep-21,26-Oct-21,Closed Lost,
00Q4wx1231Q3bTE,Country Walk,26-Oct-21,1-Nov-21,Engineering/Quoting,
00Q4wx1231Q3TuU,Ebro town,22-Oct-21,22-Oct-21,Scheduling Visit,
00Q4wx1231Q228u,Branford town,12-Sep-21,9-Nov-21,Closed Lost,
00Q4wx1231Q22CS,Olympia Heights,11-Sep-21,21-Sep-21,Closed Won,
00Q4wx1231Q23Ev,Otter Creek town,11-Sep-21,28-Sep-21,Closed Won,
00Q4wx1231Q32xF,June Park,12-Oct-21,18-Oct-21,Canceled,
00Q4wx1231Q3CRs,Lake Helen city,9-Oct-21,13-Oct-21,Engineering/Quoting,
00Q4wx1231Q3IAr,Northdale,15-Oct-21,19-Oct-21,Closed Lost,
00Q4wx1231Q3J5X,Altha town,15-Oct-21,21-Oct-21,Quote,
00Q4wx1231Q27Zu,Largo city,15-Sep-21,3-Nov-21,Canceled,
00Q4wx1231Q21AB,Winter Beach,15-Sep-21,27-Sep-21,Visit,
00Q4wx1231Q4SpK,La Crosse town,7-Dec-21,9-Dec-21,Canceled,
00Q4wx1231Q4Sp5,Delray Beach city,7-Dec-21,9-Dec-21,Scheduling Visit,
00Q4wx1231Q4UOW,Dade City city,7-Dec-21,6-Dec-21,Visit,
00Q4wx1231Q4VGE,Schall Circle,8-Dec-21,9-Dec-21,Closed Lost,
00Q4wx1231Q1zkX,Sanibel city,16-Sep-21,30-Sep-21,Quote,
00Q4wx1231Q28u3,St. James City,16-Sep-21,30-Sep-21,Engineering/Quoting,
00Q4wx1231Q2AZg,Fleming Island,16-Sep-21,30-Sep-21,Closed Won,
00Q4wx1231Q4QJr,River Ridge,2-Dec-21,31-Jan-22,Engineering/Quoting,
00Q4wx1231Q291d,Town 'n' Country,16-Sep-21,30-Sep-21,Visit,
00Q4wx1231Q4QMC,Odessa,2-Dec-21,2-Dec-21,Scheduling Visit,
00Q4wx1231Q4IFO,Palm Harbor,24-Nov-21,28-Jan-22,Canceled,
00Q4wx1231Q4HpU,Lake Harbor,24-Nov-21,7-Mar-22,Quote,
00Q4wx1231Q2cy5,Kensington Park,21-Sep-21,30-Sep-21,Engineering/Quoting,
00Q4wx1231Q226j,Aripeka,21-Sep-21,30-Sep-21,Engineering/Quoting,
00Q4wx1231Q2cMa,St. Marks city,21-Sep-21,30-Sep-21,Visit,
00Q4wx1231Q23KP,Floral City,21-Sep-21,30-Sep-21,Engineering/Quoting,
00Q4wx1231Q2cfN,Havana town,21-Sep-21,30-Sep-21,Visit,
00Q4wx1231Q1x0S,Richmond Heights,16-Sep-21,30-Sep-21,Quote,
00Q4wx1231Q34fL,Miami Lakes town,5-Oct-21,13-Oct-21,Closed Won,
00Q4wx1231Q37Ky,Wauchula city,6-Oct-21,13-Oct-21,Scheduling Visit,
00Q4wx1231Q38RE,Port Orange city,6-Oct-21,13-Oct-21,Quote,
00Q4wx1231Q33b5,Villano Beach,6-Oct-21,13-Oct-21,Closed Won,
00Q4wx1231Q4Nrz,Belleair Shore town,1-Dec-21,1-Dec-21,Closed Won,
00Q4wx1231Q4O24,Lake Mary city,15-Dec-21,28-Jan-22,Canceled,
00Q4wx1231Q4Aev,Oriole Beach,15-Dec-21,28-Jan-22,Scheduling Visit,
00Q4wx1231Q1u1Q,Estero,2-Sep-21,30-Sep-21,Canceled,
00Q4wx1231Q2yyL,Cudjoe Key,30-Sep-21,29-Sep-21,Visit,
00Q4wx1231Q32xP,Raleigh,1-Oct-21,30-Sep-21,Visit,
00Q4wx1231Q31bg,Lake Placid town,30-Sep-21,30-Sep-21,Scheduling Visit,
00Q4wx1231Q2v71,Arcadia city,30-Sep-21,30-Sep-21,Closed Won,
00Q4wx1231Q30Jj,Bradenton Beach city,30-Sep-21,30-Sep-21,Quote,
00Q4wx1231Q32zG,Garden Grove,1-Oct-21,30-Sep-21,Closed Won,
00Q4wx1231Q4ZIu,Broadview Park,10-Dec-21,28-Jan-22,Closed Won,
00Q4wx1231Q2AXa,Navarre,17-Sep-21,30-Sep-21,Quote,
00Q4wx1231Q27Bq,Niceville city,18-Sep-21,30-Sep-21,Quote,
00Q4wx1231Q2KgR,Edgewater city,17-Sep-21,30-Sep-21,Canceled,
00Q4wx1231Q2ZhO,Campbellton town,18-Sep-21,30-Sep-21,Scheduling Visit,
00Q4wx1231Q3OAc,Orchid town,20-Oct-21,31-Dec-22,Visit,
00Q4wx1231Q29oq,Crystal River city,23-Sep-21,30-Sep-21,Closed Won,
00Q4wx1231Q2vIM,Ridge Manor,24-Sep-21,30-Sep-21,Closed Lost,
00Q4wx1231Q29xT,Northdale,23-Sep-21,30-Sep-21,Visit,
00Q4wx1231Q2cXd,Greensboro town,24-Sep-21,30-Sep-21,Closed Lost,
00Q4wx1231Q2vEe,Ruskin,24-Sep-21,30-Sep-21,Canceled,
00Q4wx1231Q21qv,Bartow city,10-Sep-21,30-Sep-21,Scheduling Visit,
00Q4wx1231Q1zlQ,Ona,8-Sep-21,30-Sep-21,Closed Lost,
00Q4wx1231Q2vrC,Pine Level,28-Sep-21,30-Sep-21,Scheduling Visit,
00Q4wx1231Q2up7,Black Diamond,25-Sep-21,30-Sep-21,Quote,
00Q4wx1231Q2vyr,Indian Creek village,25-Sep-21,30-Sep-21,Quote,
00Q4wx1231Q3WA8,Buckingham,28-Oct-21,2-Nov-21,Visit,
00Q4wx1231Q2eDB,Bee Ridge,22-Sep-21,30-Sep-21,Scheduling Visit,
00Q4wx1231Q2Z1K,Southchase,22-Sep-21,30-Sep-21,Visit,
00Q4wx1231Q2zv8,Indian Harbour Beach city,29-Sep-21,30-Sep-21,Quote,
00Q4wx1231Q2z5l,West Pensacola,29-Sep-21,30-Sep-21,Closed Won,
00Q4wx1231Q2z3p,Solana,28-Sep-21,30-Sep-21,Closed Lost,
00Q4wx1231Q21l7,Key Biscayne village,10-Sep-21,30-Sep-21,Quote,
00Q4wx1231Q1u0w,Feather Sound,10-Sep-21,30-Sep-21,Closed Lost,
00Q4wx1231Q1vTN,Westview,10-Sep-21,30-Sep-21,Closed Lost,
00Q4wx1231Q1wvI,Bradenton city,16-Sep-21,1-Oct-21,Engineering/Quoting,
00Q4wx1231Q3CMx,St. Leo town,9-Oct-21,11-Oct-21,Closed Lost,
00Q4wx1231Q1wZz,Southwest Ranches town,4-Sep-21,30-Sep-21,Canceled,
00Q4wx1231Q1wU6,Bal Harbour village,4-Sep-21,30-Sep-21,Closed Lost,
00Q4wx1231Q1uvH,Beverly Hills,3-Sep-21,30-Sep-21,Scheduling Visit,
00Q4wx1231Q1vgC,Pittman,3-Sep-21,30-Sep-21,Visit,
00Q4wx1231Q28wd,Beverly Hills,15-Sep-21,30-Sep-21,Canceled,
00Q4wx1231Q23Gi,Bay Pines,15-Sep-21,30-Sep-21,Canceled,
00Q4wx1231Q22yC,Stuart city,15-Sep-21,30-Sep-21,Closed Lost,
00Q4wx1231Q22jq,Dade City city,15-Sep-21,30-Sep-21,Visit,
00Q4wx1231Q28Qw,Glencoe,15-Sep-21,30-Sep-21,Scheduling Visit,
00Q4wx1231Q28l6,Nobleton,15-Sep-21,30-Sep-21,Closed Lost,
00Q4wx1231Q24fv,Greenville town,15-Sep-21,30-Sep-21,Closed Lost,
00Q4wx1231Q276q,Fountainebleau,15-Sep-21,30-Sep-21,Closed Lost,
00Q4wx1231Q26wo,Pioneer,15-Sep-21,30-Sep-21,Closed Won,
00Q4wx1231Q21WW,Midway city,15-Sep-21,30-Sep-21,Closed Won,
00Q4wx1231Q1x1L,Samsula-Spruce Creek,15-Sep-21,30-Sep-21,Closed Won,
00Q4wx1231Q28hE,Malone town,15-Sep-21,30-Sep-21,Scheduling Visit,
00Q4wx1231Q3izB,Tice,1-Dec-21,31-Jan-22,Closed Won,
00Q4wx1231Q3bCS,Key Vista,4-Dec-21,31-Jan-22,Engineering/Quoting,
00Q4wx1231Q276g,Estero,14-Sep-21,21-Sep-21,Closed Won,
00Q4wx1231Q1uwA,Manalapan town,3-Sep-21,5-Dec-21,Canceled,
00Q4wx1231Q1zvE,Palm Coast city,8-Sep-21,12-Oct-21,Visit,
00Q4wx1231Q2cNi,Pea Ridge,29-Sep-21,28-Dec-21,Closed Lost,
00Q4wx1231Q2ney,White Springs town,24-Sep-21,16-Sep-21,Closed Lost,
00Q4wx1231Q2ujx,Pembroke Pines city,30-Sep-21,15-Oct-21,Scheduling Visit,
00Q4wx1231Q30B1,Anna Maria city,29-Sep-21,25-Sep-21,Closed Lost,
00Q4wx1231Q30Z8,Miami Lakes town,30-Sep-21,23-Sep-21,Closed Won,
00Q4wx1231Q3OVw,Tequesta village,20-Oct-21,16-Nov-21,Engineering/Quoting,
00Q4wx1231Q3fKZ,Belleair town,29-Oct-21,1-Dec-21,Visit,
00Q4wx1231Q3gHR,Vamo,2-Nov-21,18-Oct-21,Canceled,
00Q4wx1231Q3ktR,Boynton Beach city,3-Nov-21,21-Nov-21,Closed Lost,
00Q4wx1231Q3qtG,Solana,18-Nov-21,5-Dec-21,Scheduling Visit,
00Q4wx1231Q3wQn,Day,13-Nov-21,27-Sep-21,Visit,
00Q4wx1231Q3ywu,Quincy city,18-Nov-21,13-Sep-21,Canceled,
00Q4wx1231Q3z1n,Fort Myers city,19-Nov-21,17-Dec-21,Closed Lost,
00Q4wx1231Q479A,Goulding,20-Nov-21,23-Oct-21,Closed Lost,
00Q4wx1231Q4AkK,West Vero Corridor,21-Nov-21,8-Oct-21,Canceled,
00Q4wx1231Q4I2e,Laguna Beach,22-Nov-21,20-Nov-21,Engineering/Quoting,
00Q4wx1231Q4RN1,Sewall's Point town,23-Nov-21,13-Dec-21,Scheduling Visit,
00Q4wx1231Q4Sq8,Hollywood city,6-Dec-21,20-Oct-21,Canceled,
00Q4wx1231Q4Vpx,Munson,8-Dec-21,17-Nov-21,Quote,
00Q4wx1231Q3OMu,Melbourne Village town,21-Oct-21,2-Nov-21,Visit,
00Q4wx1231Q3d5P,Coconut Creek city,29-Oct-21,12-Oct-21,Quote,
00Q4wx1231Q3gnj,Shady Hills,13-Nov-21,1-Jan-22,Quote,
00Q4wx1231Q3P7G,Fruitland Park city,21-Oct-21,23-Nov-21,Closed Lost,
00Q4wx1231Q3e4B,Memphis,29-Oct-21,28-Oct-21,Scheduling Visit,
00Q4wx1231Q4O1G,Immokalee,3-Dec-21,18-Dec-21,Visit,
00Q4wx1231Q4PXS,El Portal village,1-Dec-21,29-Oct-21,Scheduling Visit,
00Q4wx1231Q475w,Malabar town,24-Nov-21,11-Dec-21,Scheduling Visit,
00Q4wx1231Q4WsA,Viera East,9-Dec-21,7-Nov-21,Canceled,
00Q4wx1231Q4Wg4,Palm Harbor,9-Dec-21,12-Dec-21,Engineering/Quoting,
00Q4wx1231Q4NnD,Steinhatchee,8-Dec-21,6-Oct-21,Canceled,
00Q4wx1231Q3Gmb,Tiger Point,13-Oct-21,19-Sep-21,Closed Won,
00Q4wx1231Q4gGm,Bonita Springs city,17-Dec-21,1-Jan-22,Closed Lost,
00Q4wx1231Q4gIs,Ellenton,17-Dec-21,2-Oct-21,Closed Lost,
00Q4wx1231Q4feI,Palm Springs village,18-Dec-21,10-Dec-21,Closed Won,
00Q4wx1231Q4akE,Gulf Breeze city,18-Dec-21,30-Dec-21,Closed Lost,
00Q4wx1231Q4ZhC,Panama City city,18-Dec-21,25-Dec-21,Closed Won,
00Q4wx1231Q4gfM,Four Corners,18-Dec-21,23-Dec-21,Closed Won,
00Q4wx1231Q4aqv,St. Augustine Shores,18-Dec-21,13-Dec-21,Quote,
00Q4wx1231Q4f6y,Three Lakes,18-Dec-21,15-Oct-21,Closed Won,
00Q4wx1231Q4d1W,Parkland city,18-Dec-21,4-Sep-21,Closed Lost,
00Q4wx1231Q4ads,South Pasadena city,18-Dec-21,7-Nov-21,Closed Lost,
00Q4wx1231Q4gfV,Geneva,18-Dec-21,24-Nov-21,Canceled,
00Q4wx1231Q3l3C,Spring Lake,10-Nov-21,30-Oct-21,Visit,
00Q4wx1231Q3qCh,Tangerine,10-Nov-21,23-Dec-21,Canceled,
00Q4wx1231Q3mB9,Oakland Park city,10-Nov-21,29-Dec-21,Visit,
00Q4wx1231Q3qJi,Tamarac city,10-Nov-21,17-Oct-21,Scheduling Visit,
00Q4wx1231Q33Oz,Branford town,6-Oct-21,8-Nov-21,Closed Won,
00Q4wx1231Q34pG,Tavernier,5-Oct-21,27-Nov-21,Scheduling Visit,
00Q4wx1231Q37ul,Pompano Beach city,6-Oct-21,25-Sep-21,Scheduling Visit,
00Q4wx1231Q3j50,Belle Isle city,3-Nov-21,30-Oct-21,Closed Won,
00Q4wx1231Q3k5A,Pine Island Center,4-Nov-21,6-Dec-21,Visit,
00Q4wx1231Q3gKQ,Lochmoor Waterway Estates,3-Nov-21,8-Dec-21,Closed Lost,
00Q4wx1231Q3SHM,Cocoa West,2-Nov-21,21-Dec-21,Closed Won,
00Q4wx1231Q3z6a,Citrus Park,17-Nov-21,13-Sep-21,Engineering/Quoting,
00Q4wx1231Q3sxo,Cocoa Beach city,17-Nov-21,20-Oct-21,Engineering/Quoting,
00Q4wx1231Q3nEj,Matlacha Isles-Matlacha Shores,17-Nov-21,15-Dec-21,Closed Won,
00Q4wx1231Q4Aha,West Vero Corridor,15-Dec-21,8-Oct-21,Canceled,
00Q4wx1231Q4fFC,De Leon Springs,16-Dec-21,19-Nov-21,Closed Lost,
00Q4wx1231Q4avv,Weeki Wachee city,15-Dec-21,30-Dec-21,Canceled,
00Q4wx1231Q4eNj,Immokalee,16-Dec-21,16-Nov-21,Closed Won,
00Q4wx1231Q4aju,Lakeland Highlands,15-Dec-21,19-Nov-21,Scheduling Visit,
00Q4wx1231Q4dCf,Sopchoppy city,15-Dec-21,3-Oct-21,Canceled,
00Q4wx1231Q3kw6,Lakeland city,14-Dec-21,22-Sep-21,Canceled,
00Q4wx1231Q4cxe,Inglis town,14-Dec-21,22-Nov-21,Scheduling Visit,
00Q4wx1231Q4Wj3,Buckhead Ridge,14-Dec-21,23-Sep-21,Engineering/Quoting,
00Q4wx1231Q4aYT,Greenbriar,14-Dec-21,24-Sep-21,Scheduling Visit,
00Q4wx1231Q4Woc,Gun Club Estates,14-Dec-21,17-Dec-21,Closed Lost,
00Q4wx1231Q4dNx,Sky Lake,14-Dec-21,20-Sep-21,Closed Won,
00Q4wx1231Q4dMz,Holly Hill city,14-Dec-21,30-Nov-21,Closed Lost,
00Q4wx1231Q4ZZc,Lauderhill city,14-Dec-21,19-Nov-21,Canceled,
00Q4wx1231Q3nIg,Port Charlotte,9-Nov-21,6-Sep-21,Scheduling Visit,
00Q4wx1231Q3ieA,Key Colony Beach city,9-Nov-21,23-Oct-21,Engineering/Quoting,
00Q4wx1231Q4ACS,Chiefland city,20-Nov-21,8-Nov-21,Closed Lost,
00Q4wx1231Q3JjH,Lauderdale-by-the-Sea town,19-Oct-21,10-Sep-21,Canceled,
00Q4wx1231Q33l5,Fort Pierce South,19-Oct-21,13-Nov-21,Quote,
00Q4wx1231Q3ExI,Cabana Colony,19-Oct-21,1-Nov-21,Scheduling Visit,
00Q4wx1231Q3L69,Thonotosassa,19-Oct-21,3-Oct-21,Scheduling Visit,
00Q4wx1231Q3Mxs,Wabasso,19-Oct-21,6-Oct-21,Closed Lost,
00Q4wx1231Q4Aro,Conway,20-Nov-21,30-Dec-21,Quote,
00Q4wx1231Q3F2h,Hastings town,26-Oct-21,21-Nov-21,Closed Won,
00Q4wx1231Q4V0q,Daytona Beach Shores city,8-Dec-21,27-Nov-21,Closed Won,
00Q4wx1231Q3T9t,Tavares city,22-Oct-21,22-Nov-21,Scheduling Visit,
00Q4wx1231Q3TwR,Timber Pines,22-Oct-21,1-Nov-21,Engineering/Quoting,
00Q4wx1231Q38u5,Brooksville city,8-Oct-21,30-Nov-21,Visit,
00Q4wx1231Q24if,Bal Harbour village,15-Oct-21,25-Dec-21,Engineering/Quoting,
00Q4wx1231Q4QVs,Orchid town,7-Dec-21,30-Oct-21,Closed Lost,
